"case","n","p","k","rho","seed","prior","proposal_type","mh_step_b","true_sigmaSq","sse_total","sse_signal","phi_mean","phi_median","phi_q90","phi_q99","phi_gt_10","phi_gt_100","a_mean","a_median","a_q90","b_mean","b_median","b_q90","accept_a","accept_b","accept_phi"
"mixed_p200_k40",50,200,40,0.8,2,"hs_center","adaptive",0.1,170.297017481891,365.930945622199,267.61561051236,9.23653406861327,2.75723653374571,21.512126376718,98.5731392664243,0.247,0.01,0.30586731270838,0.30621916370168,0.350796786240985,1.24063523710922,1.05846503223424,2.17486285498065,0.5555,0.5555,0.5555
"mixed_p200_k40",50,200,40,0.8,1,"hs_center","bi_adaptive",0.2,108.204248462442,259.157877139313,210.758663495214,1.4811120328654,1.09492657098236,3.17524429145881,5.74190080728463,0,0,0.88048773946892,0.800008413955642,1.39681162875402,1.3154075231661,1.2125820756406,1.88502002921159,0.4235,0.548,0.4235
"mixed_p200_k40",50,200,40,0.8,2,"hs_center","bi_adaptive",0.2,170.297017481891,393.572987224752,273.988848338253,7.60130684936976,4.54153256216102,19.5783236544494,43.1236784221324,0.263,0,0.192797541523195,0.192187707841534,0.211585570429537,1.00549582328415,0.924737997984439,1.57008978529953,0.4925,0.581,0.4925
"mixed_p200_k40",50,200,40,0.8,1,"normal_gamma_center","adaptive",0.1,108.204248462442,247.835865710043,191.882963253527,245.467460794235,10.6346227998167,976.426536331809,2359.65594114367,0.51,0.303,1.23189107301642,1.18307132239477,1.995510359177,9.80447244214023,4.93800282236948,30.8529328220832,0.481,0.481,0.481
"mixed_p200_k40",50,200,40,0.8,2,"normal_gamma_center","adaptive",0.1,170.297017481891,334.015236294633,242.984317890218,139.677528223294,11.3219356191314,268.302968106461,1790.62210829273,0.511,0.182,0.469445463737099,0.460492216202122,0.598078230142791,5.90195955199227,2.87239138499848,13.9789571874909,0.539,0.539,0.539
"mixed_p200_k40",50,200,40,0.8,1,"normal_gamma_center","bi_adaptive",0.2,108.204248462442,264.560415039072,249.488048751709,14.3110650185405,2.17799582646386,42.8651668284772,117.574588550811,0.342,0.019,1.23664580482736,0.832905702458875,2.62116643443063,6.04685484844402,5.64458160701343,9.71294183702191,0.426,0.565,0.426
"mixed_p200_k40",50,200,40,0.8,2,"normal_gamma_center","bi_adaptive",0.2,170.297017481891,391.77280947417,271.129886926955,40.3389888355611,4.28411816626798,126.137506118743,297.89708341652,0.479,0.151,0.291771799705483,0.292392199853006,0.37580345523127,2.9488955090189,1.32078517772316,8.10571732276235,0.393,0.5775,0.393
"mixed_p200_k40",50,200,40,0.8,1,"ridge_center","adaptive",0.1,108.204248462442,241.47633254537,206.444304905438,3.98034426665414,2.11270183387862,9.61337158717378,27.3612335273945,0.09,0,3.20361800336662,2.75816115442681,6.24118804239069,4.77541792983109,4.58117854262531,6.48102959541341,0.4895,0.4895,0.4895
"mixed_p200_k40",50,200,40,0.8,2,"ridge_center","adaptive",0.1,170.297017481891,336.554269333915,231.646512290007,3.16411230535149,1.75657252347448,6.5426489151629,29.3457376084134,0.06,0,5.91863912695416,5.29103455932927,10.040135346136,3.78041429872992,3.10067733834852,6.99652748125773,0.546,0.546,0.546
"mixed_p200_k40",50,200,40,0.8,1,"ridge_center","bi_adaptive",0.2,108.204248462442,245.250797839241,200.600245785806,4.3243047742073,1.18539292306967,7.82880203205275,60.0800048545268,0.071,0,7.75113695931834,6.63954259425092,14.0610856992529,7.76140112139534,4.96339063508787,16.5608594725344,0.405,0.5145,0.405
"mixed_p200_k40",50,200,40,0.8,2,"ridge_center","bi_adaptive",0.2,170.297017481891,331.008574274451,249.719438346699,0.661465819095778,0.474901763097099,1.4624386058954,2.70035823373236,0,0,5.45253894808899,4.2672777627274,11.9111554633533,1.56618616554036,1.43353719991849,2.33986168512883,0.528,0.511,0.528
"mixed_p200_k40",50,200,40,0.4,1,"hs_center","adaptive",0.1,112.352724794109,191.344501704886,170.714564516913,1.35988763349542,0.749619497195577,3.60017657046919,7.54640642872456,0.003,0,0.568655659414894,0.467682680990288,0.953714172215968,0.822968096078086,0.830517568738235,1.08554705257937,0.5225,0.5225,0.5225
